index,ref,polymer,contact_angle,poly_weight_kg/mol,supporter,mark,thickness_um,mmms,mmms_size_nm,poresize_nm,loading_wt%,mixture,composition_water_wt,temperature,feedpressure_bar,permeatepressure_mbar,total_flux_kgm2h,separationfactor_w_e,psi,truth,newpsi,Solubility_Parameter_solvent,Solubility_Parameter_polymer
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,20,50,,3,0.330898221,20.289855,6.382978703,,0.432576277,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,20,60,,3,0.332481466,20.289855,6.413519269,,0.43464602,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,20,70,,3,0.332481466,20.289855,6.413519269,,0.43464602,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,1,60,,3,0.419519863,1247.826087,523.0683092,,1.298898127,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,10,60,,3,0.432726751,111.594203,47.85707014,,0.886069312,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,3,60,,3,0.43333507,882.608696,382.031966,,1.27650467,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,5,60,,3,0.475679607,547.826087,260.1140182,,1.302716488,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,15,70,,3,0.487656633,30.434783,14.35406717,,0.723375322,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,3,70,,3,0.5798413,913.043478,528.8404759,,1.716615216,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,1,70,,3,0.580966706,1318.84058,765.6215008,,1.812727844,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,5,70,,3,0.615752926,547.826087,336.7097631,,1.686327261,29.6,25.8
89,89MtOH_pva_Methanol dehydration with pervaporation Experiments and modelling,pva,74,,,PERVAP1510,3,,,,,water/methanol,10,70,,3,0.663587992,111.594203,73.3889851,,1.358790401,29.6,25.8
91,91IPA_pdms_Recovery of alcohols from water using polydimethylsiloxane??ilica nanocomposite membranes Characterization and pervaporation performance,pdms,108.08219,,,,25,,,,,water/ipa,99,30,,1,0.212258065,0.055319,-0.200516161,,-0.266835064,23.5,15.8
91,91IPA_pdms_Recovery of alcohols from water using polydimethylsiloxane??ilica nanocomposite membranes Characterization and pervaporation performance,pdms,108.08219,,,,25,,,,,water/ipa,96,30,,1,0.30375,0.077143,-0.280317814,,-0.337983681,23.5,15.8
91,91IPA_pdms_Recovery of alcohols from water using polydimethylsiloxane??ilica nanocomposite membranes Characterization and pervaporation performance,pdms,108.08219,,,,25,,,,,water/ipa,96,30,,1,0.307096774,0.076471,-0.283612777,,-0.34287454,23.5,15.8
91,91IPA_pdms_Recovery of alcohols from water using polydimethylsiloxane??ilica nanocomposite membranes Characterization and pervaporation performance,pdms,108.08219,,,,25,,,,,water/ipa,93,30,,1,0.429032258,0.086667,-0.391849319,,-0.455694998,23.5,15.8
91,91IPA_pdms_Recovery of alcohols from water using polydimethylsiloxane??ilica nanocomposite membranes Characterization and pervaporation performance,pdms,108.08219,,,,25,,,,,water/ipa,96,40,,1,0.46125,0.082653,-0.423126304,,-0.499414461,23.5,15.8
91,91IPA_pdms_Recovery of alcohols from water using polydimethylsiloxane??ilica nanocomposite membranes Characterization and pervaporation performance,pdms,108.08219,,,,25,,,,,water/ipa,91,30,,1,0.609677419,0.096296,-0.550967922,,-0.6196711,23.5,15.8
91,91IPA_pdms_Recovery of alcohols from water using polydimethylsiloxane??ilica nanocomposite membranes Characterization and pervaporation performance,pdms,108.08219,,,,25,,,,,water/ipa,96,50,,1,0.63,0.092571,-0.57168027,,-0.651120778,23.5,15.8
91,91IPA_pdms_Recovery of alcohols from water using polydimethylsiloxane??ilica nanocomposite membranes Characterization and pervaporation performance,pdms,108.08219,,,,25,,,,,water/ipa,96,60,,1,0.793125,0.100621,-0.713319969,,-0.790992581,23.5,15.8
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,pdms,108.08219,,,,1.5,,,,,water/methanol,95,20,,10,0.441142857,0.132593,-0.382650402,,-0.387093771,29.6,15.8
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,pdms,108.08219,,,,1.5,,,,,water/ethanol,95,20,,10,0.441142857,0.105294,-0.394693161,,-0.431259658,26.5,15.8
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,ppms,121.2,,,,1.5,,,,,water/methanol,95,20,,10,0.537142857,0.325455,-0.362327028,,-0.261862005,29.6,16.5
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,ppms,121.2,,,,1.5,,,,,water/ethanol,95,20,,10,0.578285714,0.1432,-0.4954752,,-0.488106095,26.5,16.5
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,pdms,108.08219,,,,1.5,,,,,water/methanol,95,30,,10,0.660571429,0.137692,-0.569616028,,-0.568812305,29.6,15.8
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,pdms,108.08219,,,,1.5,,,,,water/ethanol,95,30,,10,0.660571429,0.111875,-0.58667,,-0.62837977,26.5,15.8
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,ppms,121.2,,,,1.5,,,,,water/methanol,95,30,,10,0.797714286,0.238667,-0.607326211,,-0.496343912,29.6,16.5
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,ppms,121.2,,,,1.5,,,,,water/ethanol,95,30,,10,0.893714286,0.162727,-0.748282841,,-0.704729805,26.5,16.5
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,pdms,108.08219,,,,1.5,,,,,water/methanol,95,40,,10,1.140571429,0.1432,-0.9772416,,-0.962707278,29.6,15.8
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,pdms,108.08219,,,,1.5,,,,,water/ethanol,95,40,,10,1.140571429,0.108485,-1.016836538,,-1.100229767,26.5,15.8
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,pdms,108.08219,,,,1.5,,,,,water/methanol,95,45,,10,1.346285714,0.1432,-1.1534976,,-1.136341857,29.6,15.8
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,ppms,121.2,,,,1.5,,,,,water/methanol,95,40,,10,1.36,0.210588,-1.07360032,,-0.920130277,29.6,16.5
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,pdms,108.08219,,,,1.5,,,,,water/ethanol,95,45,,10,1.387428571,0.108485,-1.236913382,,-1.338355648,26.5,15.8
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,ppms,121.2,,,,1.5,,,,,water/ethanol,95,40,,10,1.428571429,0.170476,-1.185034286,,-1.097623934,26.5,16.5
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,ppms,121.2,,,,1.5,,,,,water/methanol,95,45,,10,1.730285714,0.198889,-1.386150919,,-1.213603775,29.6,16.5
92,92MtOH_pdms_PPMS composite membranes for the concentration of organics from aqueous solutions by pervaporation,ppms,121.2,,,,1.5,,,,,water/ethanol,95,45,,10,1.785142857,0.162727,-1.494651915,,-1.40765723,26.5,16.5
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99.7,30,,9,0.366492147,0.130435,-0.318688744,,-0.3242011,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99,30,,9,0.418848168,0.295775,-0.294963351,,-0.221586822,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99,35,,9,0.497382199,0.308824,-0.343778639,,-0.253808643,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,97,30,,9,0.54973822,0.538462,-0.253725079,,-0.147794339,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99.7,35,,9,0.54973822,0.135484,-0.475257487,,-0.47723434,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99.7,40,,9,0.641361257,0.138158,-0.552752068,,-0.551329505,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99,40,,9,0.654450262,0.323077,-0.443012435,,-0.32113479,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,97,35,,9,0.732984293,0.567568,-0.316965864,,-0.180301015,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,97,40,,9,0.876963351,0.567568,-0.379227016,,-0.215717285,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99,45,,9,0.994764398,0.344262,-0.652304817,,-0.460686248,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99.7,45,,9,0.994764398,0.146853,-0.848680262,,-0.828755307,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,97,45,,9,1.544502618,0.6,-0.617801047,,-0.342645975,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99.7,50,,9,1.64921466,0.15,-1.401832461,,-1.358802374,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,99,50,,9,1.727748691,0.355932,-1.112787644,,-0.775125018,29.6,15.8
93,93MtOH_pdms_Pervaporation separation of binary and ternary mixtures with polydimethylsiloxane membranes,pdms,108.08219,,,,8,,,,,water/methanol,97,50,,9,2.094240838,0.636364,-0.761541361,,-0.411087742,29.6,15.8
95,95MtOH_pdms_CES-2005-mohammadi-Pervaporation of dilute alcoholic mixtures using PDMS membrane,pdms,108.08219,,,,8,,,,,water/methanol,99.7,30,,9,0.368421053,0.130263,-0.320429421,,-0.326118551,29.6,15.8
95,95MtOH_pdms_CES-2005-mohammadi-Pervaporation of dilute alcoholic mixtures using PDMS membrane,pdms,108.08219,,,,8,,,,,water/methanol,99,30,,9,0.389473684,0.3,-0.272631579,,-0.203647511,29.6,15.8
95,95MtOH_pdms_CES-2005-mohammadi-Pervaporation of dilute alcoholic mixtures using PDMS membrane,pdms,108.08219,,,,8,,,,,water/ethanol,99.7,30,,9,0.515789474,0.341379,-0.339709779,,-0.240751544,26.5,15.8
95,95MtOH_pdms_CES-2005-mohammadi-Pervaporation of dilute alcoholic mixtures using PDMS membrane,pdms,108.08219,,,,8,,,,,water/methanol,97,30,,9,0.547368421,0.55,-0.246315789,,-0.142117265,29.6,15.8
95,95MtOH_pdms_CES-2005-mohammadi-Pervaporation of dilute alcoholic mixtures using PDMS membrane,pdms,108.08219,,,,8,,,,,water/ethanol,99,30,,9,0.6,0.61875,-0.22875,,-0.125090873,26.5,15.8
95,95MtOH_pdms_CES-2005-mohammadi-Pervaporation of dilute alcoholic mixtures using PDMS membrane,pdms,108.08219,,,,8,,,,,water/ethanol,97,30,,9,0.905263158,0.9,-0.090526316,,-0.04142257,26.5,15.8
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,1.9,25,,2.5,0.164018692,3.047847,0.335885186,,0.079383925,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,5,25,,2.5,0.189252336,3.181818,0.412914153,,0.095132481,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,9,25,,2.5,0.210280374,3.449761,0.515136659,,0.113086474,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,16.1,25,,2.5,0.239719626,4.555024,0.852209024,,0.157853137,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,5,35,,2.5,0.269158879,3.583732,0.695434409,,0.149204328,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,1.9,35,,2.5,0.285981308,3.215311,0.633537537,,0.145056293,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,9,35,,2.5,0.307009346,3.985646,0.916621226,,0.18435872,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,16.1,35,,2.5,0.361682243,4.923445,1.419040388,,0.250381438,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,26.8,25,,2.5,0.361682243,3.985646,1.079855142,,0.217189725,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,5,45,,2.5,0.38271028,3.751196,1.052910991,,0.219740668,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,1.9,45,,2.5,0.386915888,3.248804,0.870097997,,0.197993957,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,9,45,,2.5,0.420560748,4.287081,1.382417244,,0.265862393,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,16.1,45,,2.5,0.479439252,5.291866,2.057689025,,0.34692648,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,1.9,55,,2.5,0.48364486,3.483254,1.201013033,,0.262128329,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,26.8,35,,2.5,0.538317757,4.38756,1.823583701,,0.345720082,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,5,55,,2.5,0.550934579,4.688995,2.032394907,,0.36972105,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,9,55,,2.5,0.597196262,5.191388,2.503081246,,0.427164626,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,16.1,55,,2.5,0.622429907,5.894737,3.046630696,,0.479560106,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,26.8,45,,2.5,0.668691589,4.856459,2.578781697,,0.458936229,29.6,42.3
97,97MtOH_cs_Separation of dimethyl carbonate methanol water mixtures by pervaporation using crosslinked chitosan membranes,cs,55.1,,,,26.2,,,,,water/methanol,26.8,55,,2.5,0.845327103,5.69378,3.96777945,,0.638560671,29.6,42.3
98,98MtOH_cs_Pervaporation with chitosan membranes separation of dimethyl carbonate methanol water mixtures,cs,55.1,,,,28.4,,,,,water/methanol,5.45,45,,2.5,0.21752988,5.646396,1.010729964,,0.163532728,29.6,42.3
98,98MtOH_cs_Pervaporation with chitosan membranes separation of dimethyl carbonate methanol water mixtures,cs,55.1,,,,28.4,,,,,water/methanol,10.31,45,,2.5,0.401593625,4.301595,1.325899504,,0.254461575,29.6,42.3
98,98MtOH_cs_Pervaporation with chitosan membranes separation of dimethyl carbonate methanol water mixtures,cs,55.1,,,,28.4,,,,,water/methanol,1.99,45,,2.5,0.429482072,3.276708,0.977805269,,0.221371269,29.6,42.3
98,98MtOH_cs_Pervaporation with chitosan membranes separation of dimethyl carbonate methanol water mixtures,cs,55.1,,,,28.4,,,,,water/methanol,1.2,45,,2.5,0.647011952,3.523793,1.632924235,,0.353922259,29.6,42.3
98,98MtOH_cs_Pervaporation with chitosan membranes separation of dimethyl carbonate methanol water mixtures,cs,55.1,,,,28.4,,,,,water/methanol,21.21,45,,2.5,0.842231076,3.78723,2.347491722,,0.487080491,29.6,42.3
98,98MtOH_cs_Pervaporation with chitosan membranes separation of dimethyl carbonate methanol water mixtures,cs,55.1,,,,28.4,,,,,water/methanol,29.96,45,,2.5,1.188047809,3.739064,3.254138984,,0.680469707,29.6,42.3
99,99EG_sa_Nanocomposite membranes based on alginate matrix and high loading of pegylated POSS for pervaporation dehydration,sa,36,,,,0.19,,,,,water/methanol,10,77,,3,1.81,653,1180.12,,5.094992858,29.6,37
100,100EG_pva_Preparation and characterization of cross-linked poly (vinyl alcohol) hyperbranched polyester membrane for the pervaporation dehydration of ethylene glycol solution,pva,74,,,,22,,,,,water/eg,10,25,,8,0.0316,419.354839,13.22001291,,0.08287358,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,10,60,,6.7,0.294736842,1687.5,497.073684,,0.951187641,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,10,60,,6.7,0.325581395,1675.637394,545.2307789,,1.049733036,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,10,75,,6.7,1.046511628,604.815864,631.9003228,,2.911000996,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,10,70,,6.7,1.093023256,1001.416431,1093.478425,,3.279741664,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,10,70,,6.7,1.136842105,1000,1135.705263,,3.410526315,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,20,60,,6.7,1.186046512,2488.668555,2950.490613,,4.027774887,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,20,60,,6.7,1.221052632,2500,3051.410527,,4.149063591,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,10,75,,6.7,1.263157895,593.75,748.7368423,,3.503499314,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,10,80,,6.7,1.372093023,297.450425,406.7575598,,3.393754907,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,10,80,,6.7,1.389473684,296.875,411.1105263,,3.435575986,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,30,60,,6.7,2.273684211,1390.625,3159.568422,,7.146667023,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,30,60,,6.7,2.302325581,1388.101983,3193.560379,,7.234877117,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,20,70,,6.7,2.488372093,1477.33711,3673.676064,,7.886844604,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,20,70,,6.7,2.526315789,1484.375,3747.473684,,8.012320751,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,20,75,,6.7,2.558139535,1219.546742,3117.212596,,7.894926269,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,20,75,,6.7,2.652631579,1218.75,3230.242105,,8.185794594,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,20,80,,6.7,2.744186047,892.351275,2446.033732,,8.096819307,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,20,80,,6.7,2.821052632,906.25,2553.757895,,8.342552309,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,30,70,,6.7,3.705263158,796.875,2948.926316,,10.75041422,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,30,70,,6.7,3.720930233,793.201133,2947.725146,,10.78840307,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,40,60,,6.7,3.906976744,1001.416431,3908.60373,,11.7233319,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,40,60,,6.7,3.915789474,1015.625,3973.057895,,11.77373493,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,30,75,,6.7,4,390.625,1558.5,,10.36704014,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,30,75,,6.7,4.023255814,386.685552,1551.711639,,10.4096029,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,30,80,,6.7,4.505263158,125,558.6526316,,9.447131427,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,30,80,,6.7,4.511627907,128.895184,577.0154813,,9.520602745,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,40,70,,6.7,5.209302326,703.966006,3661.96245,,14.83375763,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,40,70,,6.7,5.221052632,703.125,3665.831579,,14.86450674,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,40,75,,6.7,5.906976744,198.300283,1165.448183,,13.57023551,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,40,75,,6.7,5.936842105,203.125,1199.98421,,13.70082679,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,40,80,,6.7,6.905263158,62.5,424.6736842,,12.40102412,32.9,25.8
101,101EG_pva_Pervaporation study of ethylene glycol dehydration through synthesized (PVA??A) polypropylene mixed matrix composite membranes,pva,74,,,,10,,,,,water/eg,40,80,,6.7,6.906976744,69.405099,472.472428,,12.71844742,32.9,25.8
102,102EG_pva_Pervaporation separation of ethylene glycol water mixtures through surface crosslinked PVA membranes Coupling effect and separation performance analysis,pva,50.22,,,,15,,,,,water/eg,20,50,,6.7,0.071137026,1247.213949,88.65195409,,0.220236033,32.9,25.8
102,102EG_pva_Pervaporation separation of ethylene glycol water mixtures through surface crosslinked PVA membranes Coupling effect and separation performance analysis,pva,50.22,,,,15,,,,,water/eg,20,60,,6.7,0.131778426,1070.3364,140.9154677,,0.399225416,32.9,25.8
102,102EG_pva_Pervaporation separation of ethylene glycol water mixtures through surface crosslinked PVA membranes Coupling effect and separation performance analysis,pva,50.22,,,,15,,,,,water/eg,20,70,,6.7,0.212244898,934.285707,198.0851297,,0.630469162,32.9,25.8
102,102EG_pva_Pervaporation separation of ethylene glycol water mixtures through surface crosslinked PVA membranes Coupling effect and separation performance analysis,pva,50.22,,,,15,,,,,water/eg,10,70,,6.7,0.308510638,841.121495,259.1864184,,0.902350033,32.9,25.8
